#This is a tab-delimited file. Additional Documentation can be found at http://www.mothur.org/wiki/MIMarks_Data_Packages.																		
#Please fill all the required fields indicated with '*'																		
#Unknown or inapplicable fields can be assigned NA value.																		
#You may add extra custom fields to this template. Make sure all the fields are separated by tabs.																		
#You may remove any fields not required (marked with '*'). Make sure all the fields are separated by tabs.																		
#You can edit this template using Microsoft Excel or any other editor. But while saving the file please make sure to save them as 'TAB-DELIMITED' TEXT FILE.																		
#Environmental:MIMARKS.specimen.host-associated.4.0																		
*sample_name	*organism	*collection_date	*biome	*feature	*material	*geo_loc_name	*lat_lon	*title	*seq_methods	samp_mat_process	*host	chem_administration	diet	genotype	samp_store_temp	sex	exp_day	mouse_id
AllAbs_m7992_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7992 that received Streptomycin, Vancomycin, and Metroindazole on day 45 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	45	AllAbs_m7992
AllAbs_m7992_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7992 that received Streptomycin, Vancomycin, and Metroindazole on day 47 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	47	AllAbs_m7992
AllAbs_m7992_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7992 that received Streptomycin, Vancomycin, and Metroindazole on day 5 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	5	AllAbs_m7992
AllAbs_m7992_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7992 that received Streptomycin, Vancomycin, and Metroindazole on day 69 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	69	AllAbs_m7992
AllAbs_m7992_d74	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7992 that received Streptomycin, Vancomycin, and Metroindazole on day 74 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	74	AllAbs_m7992
AllAbs_m7992_dneg7	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7992 that received Streptomycin, Vancomycin, and Metroindazole on day -7 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	-7	AllAbs_m7992
AllAbs_m7993_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7993 that received Streptomycin, Vancomycin, and Metroindazole on day 0 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	0	AllAbs_m7993
AllAbs_m7993_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7993 that received Streptomycin, Vancomycin, and Metroindazole on day 45 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	45	AllAbs_m7993
AllAbs_m7993_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7993 that received Streptomycin, Vancomycin, and Metroindazole on day 47 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	47	AllAbs_m7993
AllAbs_m7993_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7993 that received Streptomycin, Vancomycin, and Metroindazole on day 5 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	5	AllAbs_m7993
AllAbs_m7993_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7993 that received Streptomycin, Vancomycin, and Metroindazole on day 69 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	69	AllAbs_m7993
AllAbs_m7993_d74	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7993 that received Streptomycin, Vancomycin, and Metroindazole on day 74 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	74	AllAbs_m7993
AllAbs_m7993_dneg7	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	"Animal AllAbs_m7993 that received Streptomycin, Vancomycin, and Metroindazole on day -7 of the model"	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Vanc/Met/Strep	LabDiet 5001	C57BL/6	-80 C	male	-7	AllAbs_m7993
DSSonly_m7469_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7469 that received no antibiotics on day 25 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	DSSonly_m7469
DSSonly_m7469_d26	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7469 that received no antibiotics on day 26 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	26	DSSonly_m7469
DSSonly_m7469_d4	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7469 that received no antibiotics on day 4 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	4	DSSonly_m7469
DSSonly_m7469_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7469 that received no antibiotics on day 47 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	DSSonly_m7469
DSSonly_m7469_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7469 that received no antibiotics on day 5 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	5	DSSonly_m7469
DSSonly_m7469_d66	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7469 that received no antibiotics on day 66 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	66	DSSonly_m7469
DSSonly_m7469_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7469 that received no antibiotics on day 69 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	69	DSSonly_m7469
DSSonly_m7471_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7471 that received no antibiotics on day 25 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	DSSonly_m7471
DSSonly_m7471_d26	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7471 that received no antibiotics on day 26 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	26	DSSonly_m7471
DSSonly_m7471_d4	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7471 that received no antibiotics on day 4 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	4	DSSonly_m7471
DSSonly_m7471_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7471 that received no antibiotics on day 47 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	DSSonly_m7471
DSSonly_m7471_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7471 that received no antibiotics on day 5 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	5	DSSonly_m7471
DSSonly_m7471_d66	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7471 that received no antibiotics on day 66 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	66	DSSonly_m7471
DSSonly_m7471_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7471 that received no antibiotics on day 69 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	69	DSSonly_m7471
DSSonly_m7477_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7477 that received no antibiotics on day 25 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	DSSonly_m7477
DSSonly_m7477_d26	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7477 that received no antibiotics on day 26 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	26	DSSonly_m7477
DSSonly_m7477_d4	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7477 that received no antibiotics on day 4 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	4	DSSonly_m7477
DSSonly_m7477_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7477 that received no antibiotics on day 47 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	DSSonly_m7477
DSSonly_m7477_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7477 that received no antibiotics on day 5 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	5	DSSonly_m7477
DSSonly_m7477_d66	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7477 that received no antibiotics on day 66 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	66	DSSonly_m7477
DSSonly_m7477_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7477 that received no antibiotics on day 69 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	69	DSSonly_m7477
DSSonly_m7481_d25	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7481 that received no antibiotics on day 25 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	25	DSSonly_m7481
DSSonly_m7481_d26	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7481 that received no antibiotics on day 26 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	26	DSSonly_m7481
DSSonly_m7481_d4	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7481 that received no antibiotics on day 4 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	4	DSSonly_m7481
DSSonly_m7481_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7481 that received no antibiotics on day 47 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	47	DSSonly_m7481
DSSonly_m7481_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7481 that received no antibiotics on day 5 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	5	DSSonly_m7481
DSSonly_m7481_d66	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7481 that received no antibiotics on day 66 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	66	DSSonly_m7481
DSSonly_m7481_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal DSSonly_m7481 that received no antibiotics on day 69 of the model when they only received DSS (no AOM)	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	NoAbx	LabDiet 5001	C57BL/6	-80 C	male	69	DSSonly_m7481
Metro_m8070_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8070 that received Metroindazole on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	0	Metro_m8070
Metro_m8070_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8070 that received Metroindazole on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	45	Metro_m8070
Metro_m8070_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8070 that received Metroindazole on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	47	Metro_m8070
Metro_m8070_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8070 that received Metroindazole on day 5 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	5	Metro_m8070
Metro_m8070_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8070 that received Metroindazole on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	69	Metro_m8070
Metro_m8070_d74	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8070 that received Metroindazole on day 74 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	74	Metro_m8070
Metro_m8070_dneg7	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8070 that received Metroindazole on day -7 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	-7	Metro_m8070
Metro_m8071_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8071 that received Metroindazole on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	0	Metro_m8071
Metro_m8071_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8071 that received Metroindazole on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	45	Metro_m8071
Metro_m8071_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8071 that received Metroindazole on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	47	Metro_m8071
Metro_m8071_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8071 that received Metroindazole on day 5 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	5	Metro_m8071
Metro_m8071_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8071 that received Metroindazole on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	69	Metro_m8071
Metro_m8071_d74	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8071 that received Metroindazole on day 74 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	74	Metro_m8071
Metro_m8071_dneg7	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8071 that received Metroindazole on day -7 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	-7	Metro_m8071
Metro_m8072_d0	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8072 that received Metroindazole on day 0 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	0	Metro_m8072
Metro_m8072_d45	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8072 that received Metroindazole on day 45 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	45	Metro_m8072
Metro_m8072_d47	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8072 that received Metroindazole on day 47 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	47	Metro_m8072
Metro_m8072_d5	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8072 that received Metroindazole on day 5 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	5	Metro_m8072
Metro_m8072_d69	mouse gut metagenome	2013	mouse gut	feces	feces	USA: Michigan: Ann Arbor	42.2820973 N 83.7338904 W	Animal Metro_m8072 that received Metroindazole on day 69 of the model	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf	http://www.mobio.com/images/custom/file/protocol/12955.pdf	Mus musculus	Met	LabDiet 5001	C57BL/6	-80 C	male	69	Metro_m8072
